mode,epoch,global step,loss,caption generation loss,image selection loss,accuracy
train,0,32,19.1513,1.6738,17.4774,15.625
train,0,64,16.6078,0.9695,15.6383,22.8516
train,0,96,12.288,0.0654,12.2226,45.3125
train,0,128,10.2192,0.0418,10.1774,55.8594
train,0,160,8.4907,0.0353,8.4554,61.3281
train,0,192,6.8877,0.0123,6.8754,69.3359
train,0,224,5.9773,0.0127,5.9646,73.6328
train,0,256,5.7186,0.0065,5.7122,73.8281
train,0,288,5.4138,0.0195,5.3942,75.5859
train,0,320,5.4358,0.0141,5.4216,76.1719
train,0,352,4.6394,0.0151,4.6242,78.3203
train,0,384,4.2281,0.0038,4.2243,82.0312
train,0,416,3.5738,0.0045,3.5693,85.1562
train,0,448,3.6461,0.0063,3.6398,84.375
train,0,480,3.2628,0.0078,3.2549,84.9609
train,0,512,3.4777,0.0096,3.4681,86.5234
validation,0,512,2.9549,0.0017,2.9532,88.5863
train,0,544,2.7694,0.0025,2.767,88.8672
train,0,576,2.8886,0.0038,2.8848,89.0625
train,0,608,3.0673,0.0079,3.0593,86.5234
train,0,640,2.8522,0.0034,2.8489,87.8906
train,0,672,2.5328,0.0129,2.5199,88.4766
train,0,704,2.043,0.0088,2.0341,92.1875
train,0,736,2.702,0.0035,2.6985,88.2812
train,0,768,2.6014,0.0047,2.5967,87.6953
train,0,800,2.6552,0.0163,2.6389,89.8438
train,0,832,2.253,0.0058,2.2472,91.0156
train,0,864,2.3923,0.0037,2.3886,89.2578
train,0,896,2.2867,0.0007,2.2861,90.4297
train,0,928,2.1029,0.0055,2.0974,90.625
train,0,960,2.0595,0.0021,2.0574,91.2109
train,0,992,1.9748,0.0017,1.973,92.3828
train,0,1024,2.0962,0.0034,2.0928,91.7969
validation,0,1024,2.1356,0.0016,2.1341,90.639
train,0,1056,1.7636,0.0035,1.7601,92.5781
train,0,1088,1.7428,0.0024,1.7404,93.5547
train,0,1120,1.9397,0.0037,1.936,90.2344
train,0,1152,1.9904,0.0036,1.9868,91.4062
train,0,1184,1.8077,0.0018,1.8059,92.9688
train,0,1216,1.6895,0.0021,1.6874,92.7734
train,0,1248,1.712,0.0017,1.7102,93.3594
train,0,1280,2.1268,0.0019,2.1249,89.0625
train,0,1312,1.912,0.0019,1.9101,91.6016
train,0,1344,2.0143,0.0003,2.014,91.7969
train,0,1376,1.8369,0.0026,1.8343,91.6016
train,0,1408,2.0238,0.0004,2.0234,91.7969
train,0,1440,1.709,0.0058,1.7032,93.1641
train,0,1472,1.6532,0.0012,1.6521,92.5781
train,0,1504,1.4,0.0008,1.3992,93.75
train,0,1536,1.5737,0.0025,1.5711,92.9688
validation,0,1536,1.7893,0.0007,1.7886,92.2085
train,0,1568,1.5501,0.002,1.5481,93.1641
train,0,1600,1.4217,0.004,1.4177,94.7266
train,0,1632,1.4177,0.0021,1.4156,94.3359
train,0,1664,1.4188,0.0019,1.4169,93.9453
train,0,1696,1.4424,0.0046,1.4378,95.1172
train,0,1728,1.3836,0.0005,1.3831,94.7266
train,0,1760,1.5799,0.0036,1.5763,93.75
train,0,1792,1.7561,0.0006,1.7555,92.9688
train,0,1824,1.3303,0.0005,1.3298,94.5312
train,0,1856,1.442,0.0002,1.4418,94.1406
train,0,1888,1.3802,0.0012,1.379,94.7266
train,0,1920,1.4537,0.0014,1.4523,94.3359
train,0,1952,1.5348,0.0003,1.5345,93.5547
train,0,1984,1.4911,0.0003,1.4908,93.75
train,0,2016,1.1181,0.0011,1.1169,95.3125
train,0,2048,1.302,0.0005,1.3015,94.9219
validation,0,2048,1.6109,0.0006,1.6102,92.9113
