mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.3707,12.74,33.7326
train,0,10,2.1971,15.3125,42.9219
train,0,20,2.1331,16.5625,30.6906
train,0,30,2.1225,11.875,21.8781
train,0,40,2.1478,10.625,23.9844
train,0,50,2.0949,15.3125,25.4469
train,0,60,2.0941,13.75,28.3313
train,0,70,2.0964,13.4375,28.3813
train,0,80,2.0701,16.25,26.0781
train,0,90,2.1048,6.875,26.4281
train,0,100,2.0558,14.375,25.6812
train,0,110,2.0366,14.6875,21.8281
train,0,120,2.1362,10.0,40.95
train,0,130,2.0503,14.375,59.2
train,0,140,2.0622,14.0625,64
train,0,150,2.0551,12.5,64
train,0,160,2.0357,14.6875,64
train,0,170,2.0176,11.5625,64
train,0,180,2.0007,15.3125,64
train,0,190,2.0378,13.75,64
train,0,200,2.0023,14.6875,63.9062
train,0,210,1.9996,14.0625,64
train,0,220,2.0013,16.875,64
train,0,230,2.0235,10.625,64
train,0,240,1.9911,17.1875,64
train,0,250,1.9872,12.1875,64
train,0,260,1.9805,15.9375,63.9156
train,0,270,2.0098,12.5,64
train,0,280,1.9772,16.5625,64
train,0,290,1.9895,15.0,64
train,0,300,1.976,15.625,64
train,0,310,1.979,13.125,63.9438
train,0,320,1.8843,23.125,64
train,0,330,1.9262,19.6875,63.975
train,0,340,1.9407,20.9375,64
train,0,350,1.9405,19.6875,64
train,0,360,1.8782,20.625,64
train,0,370,1.899,21.875,64
train,0,380,1.9001,24.375,64
train,0,390,1.8854,23.125,64
train,0,400,1.9064,20.625,63.9094
train,0,410,1.8581,24.6875,64
train,0,420,1.8453,25.9375,64
train,0,430,1.7933,22.5,64
train,0,440,1.7417,31.25,63.8937
train,0,450,1.7854,26.25,64
train,0,460,1.7652,28.75,64
train,0,470,1.7817,22.1875,63.9406
train,0,480,1.6778,31.875,63.9156
train,0,490,1.6946,31.875,64
train,0,500,1.7541,29.375,63.95
train,0,510,1.7194,32.5,63.8062
validation,0,512,1.8003,24.14,64
train,0,520,1.7672,27.5,63.8406
train,0,530,1.7746,27.5,64
train,0,540,1.7483,31.5625,64
train,0,550,1.5945,39.375,64
train,0,560,1.6617,34.6875,64
train,0,570,1.6128,36.25,63.9219
train,0,580,1.5143,38.125,64
train,0,590,1.4268,44.0625,64
train,0,600,1.4905,41.5625,63.9438
train,0,610,1.4904,41.5625,63.85
train,0,620,1.4588,43.4375,63.85
train,0,630,1.4143,45.0,63.8906
train,0,640,1.3741,45.3125,64
train,0,650,1.3146,52.8125,64
