mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.428,12.52,61.3902
train,0,32,2.1458,13.1836,63.79
train,0,64,2.0967,12.8906,64
train,0,96,2.0789,13.4766,64
train,0,128,2.0756,12.5977,64
train,0,160,2.0836,12.8906,64
train,0,192,2.0128,13.1836,64
train,0,224,2.0226,14.5508,64
train,0,256,2.0238,16.4062,64
train,0,288,2.0789,14.1602,64
train,0,320,2.0811,12.207,64
train,0,352,2.0714,14.2578,64
train,0,384,1.9894,16.2109,64
train,0,416,1.9664,17.9688,64
train,0,448,2.0489,16.0156,64
train,0,480,2.0304,15.7227,64
train,0,512,1.9539,19.1406,64
validation,0,512,1.9843,18.32,64
train,0,544,1.951,19.3359,64
train,0,576,1.9803,17.9688,64
train,0,608,1.9621,16.4062,64
train,0,640,1.9506,20.2148,64
train,0,672,1.9565,18.9453,64
train,0,704,1.9909,16.0156,64
train,0,736,1.9444,20.7031,64
train,0,768,1.9569,19.3359,63.9971
train,0,800,2.0343,14.1602,63.9844
train,0,832,2.0645,13.0859,64
train,0,864,2.0735,13.1836,64
train,0,896,2.0688,14.1602,64
train,0,928,2.0681,14.8438,64
train,0,960,2.0807,11.7188,64
train,0,992,2.0731,12.5,64
train,0,1024,2.0726,13.1836,64
validation,0,1024,2.0648,13.46,64
train,0,1056,2.0731,12.4023,64
train,0,1088,2.0747,13.1836,64
train,0,1120,2.0717,11.9141,64
train,0,1152,2.0741,12.9883,64
train,0,1184,2.0732,12.5,64
train,0,1216,2.0623,13.9648,64
train,0,1248,2.0695,12.1094,64
train,0,1280,2.0676,13.0859,64
train,0,1312,2.0775,12.5,64
train,0,1344,2.0721,13.4766,64
train,0,1376,2.0741,11.5234,64
train,0,1408,2.0697,12.207,64
train,0,1440,2.0682,12.207,64
train,0,1472,2.0718,12.8906,64
train,0,1504,2.0704,11.2305,64
train,0,1536,2.0678,12.4023,64
validation,0,1536,2.0635,13.38,64
train,0,1568,2.0692,13.6719,64
train,0,1600,2.0706,13.0859,64
train,0,1632,2.0755,13.0859,64
train,0,1664,2.0688,14.0625,64
train,0,1696,2.0763,14.2578,64
train,0,1728,2.0779,11.1328,64
