mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.428,12.52,61.3902
train,0,32,2.2218,13.4766,61.6914
train,0,64,2.1138,13.0859,64
train,0,96,2.095,12.9883,63.959
train,0,128,2.0924,13.0859,64
train,0,160,2.096,12.6953,64
train,0,192,2.0846,12.9883,63.9961
train,0,224,2.0887,13.2812,64
train,0,256,2.0836,13.6719,64
train,0,288,2.0828,14.0625,64
train,0,320,2.0784,11.6211,63.9512
train,0,352,2.0311,14.9414,63.9619
train,0,384,2.0755,13.2812,64
train,0,416,2.0651,14.0625,63.9941
train,0,448,2.0131,15.2344,64
train,0,480,1.9918,17.1875,64
train,0,512,2.0515,15.625,64
validation,0,512,2.1171,13.56,64
train,0,544,2.0291,15.918,64
train,0,576,1.9976,16.3086,64
train,0,608,2.0029,17.7734,64
train,0,640,1.9449,22.0703,64
train,0,672,1.8762,23.9258,64
train,0,704,1.8679,25.0977,64
train,0,736,1.9195,20.7031,64
train,0,768,1.9429,20.2148,64
train,0,800,1.9085,21.582,64
train,0,832,1.8869,23.1445,64
train,0,864,1.9089,20.5078,64
train,0,896,1.8752,23.4375,64
train,0,928,2.0296,17.2852,64
train,0,960,2.0014,16.2109,64
train,0,992,1.9406,21.0938,64
train,0,1024,1.9136,22.8516,64
validation,0,1024,1.8649,22.76,64
train,0,1056,1.8653,22.7539,64
train,0,1088,1.9519,20.8008,64
train,0,1120,1.8992,21.875,64
train,0,1152,1.9656,19.5312,64
train,0,1184,1.9692,20.5078,64
train,0,1216,1.8966,22.168,64
train,0,1248,1.7987,28.418,64
train,0,1280,1.7035,29.2969,64
train,0,1312,1.7687,26.4648,64
train,0,1344,1.777,29.1992,64
train,0,1376,1.7238,27.0508,64
train,0,1408,1.6577,31.6406,64
train,0,1440,1.6548,32.0312,64
train,0,1472,1.6184,31.3477,64
train,0,1504,1.6372,31.7383,64
train,0,1536,1.5638,33.3008,63.9844
validation,0,1536,1.6721,31.34,63.9988
train,0,1568,1.6902,27.832,64
train,0,1600,1.5624,35.3516,63.998
train,0,1632,1.539,36.3281,63.9941
train,0,1664,1.5532,33.9844,63.9688
train,0,1696,1.5475,34.9609,63.9639
train,0,1728,1.5177,38.5742,63.7188
train,0,1760,1.4902,37.3047,63.5576
train,0,1792,1.5497,34.9609,61.9443
train,0,1824,1.4689,38.3789,63.002
train,0,1856,1.4721,36.9141,63.1992
train,0,1888,1.4605,39.6484,63.1514
train,0,1920,1.5487,37.5977,63.3184
train,0,1952,1.4333,42.6758,62.6465
train,0,1984,1.4063,41.6992,63.3398
train,0,2016,1.3803,41.9922,63.9414
train,0,2048,1.368,45.0195,63.9531
validation,0,2048,1.3382,44.46,63.9808
train,0,2080,1.3321,44.1406,63.8955
train,0,2112,1.3208,43.0664,63.9746
train,0,2144,1.3428,45.1172,63.9209
train,0,2176,1.3467,44.3359,63.999
train,0,2208,1.2955,48.1445,63.9521
train,0,2240,1.2291,50.1953,63.8027
train,0,2272,1.2317,50.9766,63.8867
train,0,2304,1.2436,48.5352,63.9521
