mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.6079,12.54,44.5056
train,0,32,2.2842,10.9375,55.832
train,0,64,2.1205,13.6719,62.1523
train,0,96,2.1113,10.1562,63.0781
train,0,128,2.0906,10.9375,63.7031
train,0,160,2.0583,13.6719,62.9844
train,0,192,2.0901,10.9375,62.1406
train,0,224,2.0534,12.8906,58.5352
train,0,256,2.0668,11.3281,42.9805
train,0,288,2.0543,14.4531,30.4648
train,0,320,2.0432,14.4531,40.6172
train,0,352,1.9998,15.625,59.6172
train,0,384,2.0149,13.2812,57.4102
train,0,416,2.0202,14.4531,61.6094
train,0,448,2.0048,17.9688,39.6719
train,0,480,1.9673,19.9219,31.9805
train,0,512,2.0392,16.7969,43.7227
validation,0,512,1.9265,17.5,63.9822
train,0,544,1.9822,18.75,64
train,0,576,1.9341,25.3906,64
train,0,608,1.8547,22.6562,64
train,0,640,1.8516,27.3438,64
train,0,672,1.7936,30.8594,64
train,0,704,1.7742,30.4688,63.8164
train,0,736,1.7969,26.9531,63.1445
train,0,768,1.8131,32.8125,61.7344
train,0,800,1.9338,23.4375,12.4727
train,0,832,1.7389,35.9375,23.0273
train,0,864,1.8338,26.5625,17.9297
train,0,896,1.7196,34.7656,18.9961
train,0,928,1.6748,33.2031,33.9609
train,0,960,1.6129,41.7969,48.125
train,0,992,1.4775,44.9219,52.75
train,0,1024,1.5262,40.625,58.7227
validation,0,1024,1.476,44.18,63.7672
train,0,1056,1.3809,48.4375,62.4141
train,0,1088,1.5143,38.6719,63.168
train,0,1120,1.4576,42.1875,62.2109
train,0,1152,1.2352,55.0781,61.0625
train,0,1184,1.2372,53.9062,62.9648
train,0,1216,1.3052,51.1719,63.4062
train,0,1248,1.2764,50.7812,64
train,0,1280,1.164,55.8594,63.8906
train,0,1312,1.1363,60.9375,62.9961
train,0,1344,1.1149,53.9062,63.0039
train,0,1376,1.0341,55.4688,60.9336
train,0,1408,1.0736,57.0312,60.6602
train,0,1440,1.0894,60.1562,60.8086
train,0,1472,0.9983,64.0625,63.4414
train,0,1504,0.9524,64.4531,62.6523
train,0,1536,1.1099,57.8125,39.3828
validation,0,1536,1.152,55.22,34.3776
train,0,1568,1.1343,53.125,29.0078
train,0,1600,1.1613,55.4688,39.4609
train,0,1632,1.0556,56.25,39.3398
train,0,1664,2.4934,30.4688,15.8633
train,0,1696,2.4209,27.3438,4.0156
train,0,1728,2.15,24.6094,3.9414
train,0,1760,1.9849,28.5156,4.7148
train,0,1792,1.6893,32.8125,4.4922
train,0,1824,1.6798,33.9844,6.2734
train,0,1856,1.6115,33.5938,6.3008
train,0,1888,1.5028,40.625,12.0117
train,0,1920,1.3582,44.1406,16.0586
train,0,1952,1.3996,39.4531,11.4102
train,0,1984,1.4876,40.2344,6.5469
train,0,2016,1.3688,39.0625,6.4336
train,0,2048,1.6934,33.9844,30.1758
validation,0,2048,1.4783,44.44,35.2702
train,0,2080,1.2158,54.6875,28.4336
train,0,2112,1.0471,57.8125,32.7305
