epoch,global step,mode,loss,accuracy,mean_length
0,0,train,2.743,12.5,36.25
0,0,validation,2.7588,12.7,48.111
0,10,train,2.342,13.1579,48.6118
0,10,train,2.1453,25.0,64
0,20,train,2.1987,10.5263,63.4671
0,20,train,1.911,25.0,64
0,30,train,2.1051,12.5,64
0,30,train,2.1011,0.0,64
0,40,train,2.1013,12.5,64
0,40,train,2.1024,12.5,64
0,50,train,2.0898,8.5526,64
0,50,train,2.0817,12.5,64
0,60,train,2.0815,14.4737,64
0,60,train,2.0953,0.0,64
0,70,train,2.0663,12.5,64
0,70,train,2.1242,12.5,64
0,80,train,2.0563,15.7895,64
0,80,train,2.0201,12.5,64
0,90,train,2.0712,13.1579,64
0,90,train,1.9892,25.0,64
0,100,train,2.0139,17.1053,64
0,100,train,2.1546,0.0,64
0,110,train,1.9538,20.3947,64
0,110,train,1.7207,37.5,64
0,120,train,2.0225,13.1579,64
0,120,train,2.056,25.0,64
0,130,train,2.0787,11.8421,64
0,130,train,2.1229,0.0,64
0,140,train,2.0843,16.4474,64
0,140,train,2.077,12.5,64
0,150,train,2.0918,11.8421,64
0,150,train,2.0794,12.5,64
0,160,train,2.0852,17.7632,64
0,160,train,2.0817,12.5,64
0,170,train,2.0888,13.1579,64
0,170,train,2.0254,50.0,64
0,180,train,2.0878,16.4474,64
0,180,train,2.0597,12.5,64
0,190,train,2.0946,11.8421,64
0,190,train,2.0815,0.0,64
0,200,train,2.0867,10.5263,64
0,200,train,2.143,0.0,64
0,210,train,2.0826,16.4474,64
0,210,train,2.0997,0.0,64
0,220,train,2.0817,11.8421,64
0,220,train,2.0626,12.5,64
0,230,train,2.0764,10.5263,64
0,230,train,2.0797,12.5,64
0,240,train,2.0884,9.2105,64
0,240,train,2.1215,0.0,64
0,250,train,2.0829,9.8684,64
0,250,train,2.0373,25.0,64
0,260,train,2.0788,13.8158,64
0,260,train,2.0573,25.0,64
0,270,train,2.0916,10.5263,64
0,270,train,2.137,0.0,64
0,280,train,2.0811,13.1579,64
0,280,train,2.0921,12.5,64
0,290,train,2.0848,11.8421,64
0,290,train,2.108,12.5,64
0,300,train,2.0845,9.8684,64
0,300,train,2.0541,37.5,64
0,310,train,2.0806,13.8158,64
0,310,train,2.1091,0.0,64
0,320,train,2.0917,10.5263,64
0,320,train,2.0423,25.0,64
0,330,train,2.0795,14.4737,64
0,330,train,2.0717,25.0,64
0,340,train,2.0785,13.1579,64
0,340,train,2.0882,12.5,64
0,350,train,2.0783,12.5,64
0,350,train,2.0889,0.0,64
0,360,train,2.072,18.4211,64
0,360,train,2.1096,0.0,64
0,370,train,2.0845,11.1842,64
0,370,train,2.0465,37.5,64
0,380,train,2.0849,14.4737,64
0,380,train,2.069,12.5,64
0,390,train,2.0747,14.4737,64
0,390,train,2.0992,25.0,64
0,400,train,2.077,9.8684,64
0,400,train,2.0794,25.0,64
0,410,train,2.0747,14.4737,64
0,410,train,2.1245,0.0,64
0,420,train,2.084,13.8158,64
0,420,train,2.0918,12.5,64
0,430,train,2.0736,16.4474,64
0,430,train,2.1135,25.0,64
0,440,train,2.0872,13.1579,64
0,440,train,2.0598,25.0,64
0,450,train,2.0843,14.4737,64
0,450,train,2.1133,0.0,64
0,460,train,2.08,13.1579,64
0,460,train,2.0911,25.0,64
0,470,train,2.0958,11.1842,64
0,470,train,2.055,25.0,64
0,480,train,2.0791,10.5263,64
0,480,train,2.1041,12.5,64
0,490,train,2.0775,17.1053,64
0,490,train,2.0411,25.0,64
0,500,train,2.0824,14.4737,64
0,500,train,2.0845,12.5,64
0,510,train,2.0813,15.1316,64
0,510,train,2.086,12.5,64
0,512,validation,2.0809,12.2,64
0,512,validation,2.0806,12.58,64
0,520,train,2.0812,12.5,64
0,520,train,2.0587,25.0,64
0,530,train,2.0779,15.1316,64
0,530,train,2.0787,12.5,64
