epoch,global step,mode,loss,accuracy,mean_length
0,0,validation,2.5007,12.38,53.3506
0,10,train,2.2346,15.625,53.25
0,20,train,2.087,15.0,60.5844
0,30,train,2.1037,11.25,60.1437
0,40,train,2.1113,11.875,63.975
0,50,train,2.0849,13.125,63.95
0,60,train,2.0728,11.25,63.9125
0,70,train,2.0613,13.4375,64
0,80,train,2.0484,13.125,64
0,90,train,2.0737,11.25,64
0,100,train,2.0703,12.1875,64
0,110,train,2.053,13.75,64
0,120,train,2.03,11.875,64
0,130,train,2.0247,12.8125,64
0,140,train,2.0149,12.8125,63.9969
0,150,train,2.0541,11.25,64
0,160,train,1.9819,15.3125,64
0,170,train,1.9554,12.8125,63.8844
0,180,train,1.9103,16.5625,64
0,190,train,1.9697,12.8125,63.8438
0,200,train,2.0175,13.125,64
0,210,train,2.0699,12.1875,64
0,220,train,2.082,9.6875,64
0,230,train,2.0886,10.3125,64
0,240,train,2.0831,15.625,64
0,250,train,2.0846,10.9375,64
0,260,train,2.0849,13.75,64
0,270,train,2.0853,13.4375,64
0,280,train,2.0846,10.625,64
0,290,train,2.0796,12.8125,64
0,300,train,2.0962,7.5,64
0,310,train,2.0849,12.8125,64
0,320,train,2.0737,17.1875,64
0,330,train,2.0824,12.8125,64
0,340,train,2.0779,10.625,64
0,350,train,2.0815,12.1875,64
0,360,train,2.0798,11.25,64
0,370,train,2.0809,12.1875,64
0,380,train,2.0794,13.75,64
0,390,train,2.0789,12.8125,64
0,400,train,2.0906,10.3125,64
0,410,train,2.079,15.625,64
0,420,train,2.085,10.3125,64
0,430,train,2.0759,18.75,64
0,440,train,2.0838,11.5625,64
0,450,train,2.0831,11.875,64
0,460,train,2.0815,12.5,64
0,470,train,2.0832,13.125,64
0,480,train,2.0829,10.625,64
0,490,train,2.0762,11.25,64
0,500,train,2.075,11.5625,64
0,510,train,2.0835,12.1875,64
0,512,validation,2.0803,12.22,64
0,520,train,2.0832,12.1875,64
0,530,train,2.0836,10.3125,64
0,540,train,2.0812,10.9375,64
0,550,train,2.0776,12.5,64
0,560,train,2.0827,12.8125,64
0,570,train,2.0845,11.5625,64
0,580,train,2.0816,9.0625,64
0,590,train,2.0777,14.6875,64
0,600,train,2.0845,10.9375,64
0,610,train,2.0866,9.6875,64
0,620,train,2.0804,10.9375,64
0,630,train,2.0789,12.1875,64
0,640,train,2.0789,11.5625,64
0,650,train,2.0776,8.75,64
0,660,train,2.0864,11.875,64
0,670,train,2.0788,16.25,64
0,680,train,2.0737,13.4375,64
0,690,train,2.0827,13.75,64
0,700,train,2.0778,10.9375,64
0,710,train,2.0823,12.8125,64
0,720,train,2.078,11.25,64
0,730,train,2.0821,10.9375,64
0,740,train,2.0783,13.75,64
0,750,train,2.0785,15.625,64
0,760,train,2.0794,11.25,64
0,770,train,2.1047,11.25,64
0,780,train,2.0858,13.4375,64
0,790,train,2.0844,13.125,64
0,800,train,2.0843,10.3125,64
0,810,train,2.0821,10.9375,64
0,820,train,2.0888,11.875,64
0,830,train,2.0802,11.875,64
0,840,train,2.0794,13.4375,64
0,850,train,2.0765,12.5,64
0,860,train,2.0882,12.1875,64
0,870,train,2.0778,15.9375,64
0,880,train,2.0802,11.25,64
0,890,train,2.0831,8.75,64
0,900,train,2.0774,13.75,64
0,910,train,2.081,11.5625,64
0,920,train,2.0823,10.3125,64
0,930,train,2.0846,13.75,64
0,940,train,2.0782,15.625,64
0,950,train,2.0787,11.25,64
0,960,train,2.0818,11.5625,64
0,970,train,2.0894,13.4375,64
0,980,train,2.0778,11.25,64
0,990,train,2.0789,13.75,64
0,1000,train,2.0794,15.9375,64
0,1010,train,2.0814,12.8125,64
0,1020,train,2.0845,13.4375,64
0,1024,validation,2.0812,12.08,64
0,1030,train,2.0821,11.25,64
0,1040,train,2.0812,14.375,64
0,1050,train,2.0822,13.75,64
0,1060,train,2.0834,10.0,64
0,1070,train,2.0781,14.6875,64
0,1080,train,2.0798,11.5625,64
0,1090,train,2.0801,14.6875,64
0,1100,train,2.0784,10.9375,64
0,1110,train,2.0828,12.5,64
0,1120,train,2.0865,9.375,64
0,1130,train,2.0816,14.375,64
0,1140,train,2.0804,11.5625,64
0,1150,train,2.0783,12.1875,64
0,1160,train,2.0828,11.875,64
0,1170,train,2.0743,12.5,64
0,1180,train,2.0799,16.25,64
0,1190,train,2.0831,11.5625,64
0,1200,train,2.0758,11.25,64
0,1210,train,2.084,12.5,64
0,1220,train,2.088,10.0,64
0,1230,train,2.0764,14.375,64
0,1240,train,2.0834,10.625,64
0,1250,train,2.0809,12.5,64
0,1260,train,2.0795,13.4375,64
0,1270,train,2.075,13.75,64
0,1280,train,2.0751,13.75,64
0,1290,train,2.0848,10.3125,64
0,1300,train,2.0795,13.125,64
0,1310,train,2.0779,14.0625,64
0,1320,train,2.077,14.0625,64
0,1330,train,2.0797,13.75,64
0,1340,train,2.0873,10.9375,64
0,1350,train,2.079,17.5,64
0,1360,train,2.0841,12.5,64
0,1370,train,2.0855,12.1875,64
0,1380,train,2.0797,11.5625,64
0,1390,train,2.0804,10.9375,64
0,1400,train,2.0802,12.1875,64
0,1410,train,2.0848,14.0625,64
0,1420,train,2.0781,16.5625,64
0,1430,train,2.0814,13.125,64
0,1440,train,2.0808,14.375,64
0,1450,train,2.0827,10.9375,64
0,1460,train,2.0888,10.0,64
0,1470,train,2.0777,12.1875,64
0,1480,train,2.082,12.5,64
0,1490,train,2.0841,12.1875,64
0,1500,train,2.0838,8.4375,64
0,1510,train,2.0786,11.5625,64
0,1520,train,2.0836,11.25,64
0,1530,train,2.0769,14.6875,64
0,1536,validation,2.0802,12.68,64
0,1540,train,2.0824,9.375,64
0,1550,train,2.0825,14.375,64
0,1560,train,2.0813,10.625,64
0,1570,train,2.0777,13.125,64
0,1580,train,2.0805,13.75,64
0,1590,train,2.0808,11.5625,64
0,1600,train,2.0819,12.8125,64
0,1610,train,2.079,14.6875,64
0,1620,train,2.079,15.625,64
0,1630,train,2.0814,11.875,64
0,1640,train,2.0776,11.5625,64
0,1650,train,2.0799,13.75,64
0,1660,train,2.0775,13.125,64
0,1670,train,2.0762,14.0625,64
0,1680,train,2.0762,14.375,64
0,1690,train,2.0961,10.0,64
