mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.6079,12.54,44.5056
train,0,32,2.3887,11.3281,47.3594
train,0,64,2.1357,13.2812,61.8555
train,0,96,2.1226,10.1562,63.3164
train,0,128,2.0913,11.3281,63.0938
train,0,160,2.0687,12.8906,63.7734
train,0,192,2.0967,11.7188,62.2617
train,0,224,2.0638,13.6719,63.2734
train,0,256,2.0609,11.7188,64
train,0,288,2.0588,13.6719,63.9766
train,0,320,2.0855,10.1562,63.9883
train,0,352,2.0519,15.2344,63.9492
train,0,384,2.0725,10.5469,63.7578
train,0,416,2.0302,15.2344,63.5625
train,0,448,2.052,16.4062,63.8828
train,0,480,2.0112,20.7031,64
train,0,512,2.0362,14.0625,63.8672
validation,0,512,2.0317,16.44,64
train,0,544,2.0553,14.4531,64
train,0,576,1.992,13.6719,63.7539
train,0,608,2.0118,15.2344,63.543
train,0,640,1.9826,18.75,63.1367
train,0,672,1.9833,16.0156,57.8281
train,0,704,1.9287,19.1406,61.9609
train,0,736,1.8821,26.1719,63.7148
train,0,768,1.9349,19.9219,63.9258
train,0,800,1.9642,19.9219,63.8555
train,0,832,1.9155,22.2656,63.8945
train,0,864,1.8506,25.0,63.8516
train,0,896,1.8079,27.7344,63.6797
train,0,928,1.8046,30.4688,63.9297
train,0,960,1.7902,30.4688,63.6875
train,0,992,1.8001,30.0781,63.5898
train,0,1024,1.6756,32.8125,63.9258
validation,0,1024,1.6981,37.18,63.9794
train,0,1056,1.665,34.375,63.75
train,0,1088,1.6726,31.25,64
train,0,1120,1.6871,33.9844,63.8945
train,0,1152,2.0197,21.4844,64
train,0,1184,1.8699,24.2188,63.9297
train,0,1216,1.7388,32.8125,63.8047
train,0,1248,1.6945,29.2969,63.4336
train,0,1280,1.5945,41.0156,63.0586
train,0,1312,1.6489,33.9844,63.7461
train,0,1344,1.6691,35.9375,64
train,0,1376,1.5335,35.1562,64
train,0,1408,1.4852,38.6719,64
train,0,1440,1.4973,41.0156,64
train,0,1472,1.4619,43.3594,64
train,0,1504,1.4356,42.9688,64
train,0,1536,1.3948,47.6562,63.957
validation,0,1536,1.3867,45.9,63.9568
train,0,1568,1.3735,44.9219,63.8555
train,0,1600,1.2787,50.3906,64
train,0,1632,1.2138,55.0781,64
train,0,1664,1.2393,52.3438,64
train,0,1696,1.0859,61.3281,63.7617
train,0,1728,1.0869,57.4219,64
train,0,1760,1.1377,53.5156,64
train,0,1792,1.0077,59.7656,64
train,0,1824,1.1087,54.6875,63.5312
train,0,1856,1.0817,60.1562,63.2305
train,0,1888,1.09,55.0781,59.4141
train,0,1920,1.0979,56.25,61.0195
train,0,1952,0.9624,64.8438,61.7812
train,0,1984,0.9361,66.0156,62.707
train,0,2016,0.9358,61.7188,63.3789
train,0,2048,0.8778,68.3594,63.9258
validation,0,2048,0.9409,64.32,63.9358
train,0,2080,0.8843,67.1875,64
train,0,2112,0.8932,67.5781,63.7891
train,0,2144,0.7652,74.6094,64
train,0,2176,0.9566,63.2812,64
train,0,2208,0.9014,67.5781,64
train,0,2240,0.8126,69.5312,64
train,0,2272,0.8196,67.9688,64
train,0,2304,0.7426,74.6094,64
train,0,2336,0.7411,72.6562,64
train,0,2368,0.7178,75.0,64
train,0,2400,0.7152,73.4375,64
train,0,2432,0.7992,70.7031,64
train,0,2464,0.7352,72.6562,64
train,0,2496,0.8279,69.5312,64
train,0,2528,0.7109,72.6562,63.8164
train,0,2560,0.7103,72.6562,64
validation,0,2560,0.6546,75.8,63.9662
train,0,2592,0.6769,76.5625,64
train,0,2624,0.6257,75.7812,64
train,0,2656,0.6549,78.9062,64
train,0,2688,0.6181,78.9062,64
train,0,2720,0.5968,78.9062,64
train,0,2752,0.814,69.9219,64
train,0,2784,0.7252,71.0938,64
train,0,2816,0.6994,71.875,64
train,0,2848,0.6258,77.7344,64
train,0,2880,0.5789,77.3438,64
train,0,2912,0.6592,76.9531,64
train,0,2944,0.6052,80.0781,64
train,0,2976,0.5211,78.5156,64
train,0,3008,0.5653,81.25,64
train,0,3040,0.5419,81.6406,64
train,0,3072,0.5318,79.2969,64
validation,0,3072,0.5315,80.76,63.967
train,0,3104,0.6096,78.5156,64
train,0,3136,0.6155,73.8281,64
train,0,3168,0.5755,78.9062,64
train,0,3200,0.5154,81.6406,64
train,0,3232,0.5701,79.2969,64
train,0,3264,0.5226,82.8125,64
train,0,3296,0.5262,80.4688,64
train,0,3328,0.9906,66.0156,63.9844
train,0,3360,1.0102,59.7656,63.9727
train,0,3392,0.6989,73.0469,63.4648
train,0,3424,0.5904,77.7344,63.9219
train,0,3456,0.5483,79.6875,64
train,0,3488,0.5746,80.8594,64
train,0,3520,0.4385,82.0312,63.8203
train,0,3552,0.5424,78.125,64
train,0,3584,0.5509,80.8594,64
validation,0,3584,0.428,85.54,63.8532
train,0,3616,0.4592,82.8125,64
train,0,3648,0.5002,82.4219,64
train,0,3680,0.5078,82.0312,64
train,0,3712,0.4188,83.9844,64
train,0,3744,0.4107,85.5469,64
train,0,3776,0.4493,83.9844,64
train,0,3808,0.4945,82.4219,63.9336
train,0,3840,0.4474,87.5,64
