epoch,global step,mode,loss,accuracy,mean_length
0,0,train,2.743,12.5,36.25
0,0,validation,2.7588,12.7,48.111
0,10,train,2.4056,13.1579,49.9737
0,10,train,2.1708,25.0,62
0,20,train,2.2369,10.5263,63.1711
0,20,train,1.8605,25.0,64
0,30,train,2.1203,13.1579,64
0,30,train,2.1296,0.0,64
0,40,train,2.1083,12.5,64
0,40,train,2.1064,12.5,64
0,50,train,2.0955,9.8684,64
0,50,train,2.0805,12.5,64
0,60,train,2.0858,16.4474,64
0,60,train,2.1021,0.0,64
0,70,train,2.071,13.1579,64
0,70,train,2.1371,12.5,64
0,80,train,2.0753,15.1316,64
0,80,train,2.0634,12.5,64
0,90,train,2.1013,13.1579,64
0,90,train,2.0298,37.5,64
0,100,train,2.0597,14.4737,64
0,100,train,2.1678,0.0,64
0,110,train,2.0641,17.7632,64
0,110,train,1.9807,37.5,64
0,120,train,2.0825,13.8158,64
0,120,train,2.0362,25.0,64
0,130,train,2.0444,12.5,64
0,130,train,2.1276,12.5,64
0,140,train,2.0876,13.1579,64
0,140,train,2.0763,12.5,64
0,150,train,2.0951,11.8421,64
0,150,train,2.0862,0.0,64
0,160,train,2.0868,15.1316,64
0,160,train,2.0809,12.5,64
0,170,train,2.093,13.1579,64
0,170,train,2.0044,50.0,64
0,180,train,2.0898,14.4737,64
0,180,train,2.058,12.5,64
0,190,train,2.0992,10.5263,64
0,190,train,2.0859,0.0,64
0,200,train,2.0898,9.8684,64
0,200,train,2.1582,0.0,64
0,210,train,2.0864,13.8158,64
0,210,train,2.1033,0.0,64
0,220,train,2.082,11.8421,64
0,220,train,2.0513,25.0,64
0,230,train,2.0743,14.4737,64
0,230,train,2.0768,12.5,64
0,240,train,2.0902,9.8684,64
0,240,train,2.1307,12.5,64
0,250,train,2.085,7.8947,64
0,250,train,2.0277,37.5,64
0,260,train,2.0769,11.8421,64
0,260,train,2.0583,25.0,64
0,270,train,2.0922,9.8684,64
0,270,train,2.1509,0.0,64
0,280,train,2.082,13.1579,64
0,280,train,2.0932,12.5,64
0,290,train,2.087,13.1579,64
0,290,train,2.1177,12.5,64
0,300,train,2.0863,9.2105,64
0,300,train,2.0596,37.5,64
0,310,train,2.0818,17.1053,64
0,310,train,2.1126,0.0,64
0,320,train,2.0932,12.5,64
0,320,train,2.0387,25.0,64
0,330,train,2.0797,15.1316,64
0,330,train,2.0697,25.0,64
0,340,train,2.0779,16.4474,64
0,340,train,2.0978,12.5,64
0,350,train,2.0803,10.5263,64
0,350,train,2.0926,0.0,64
0,360,train,2.072,17.7632,64
0,360,train,2.115,0.0,64
0,370,train,2.0869,12.5,64
0,370,train,2.0387,25.0,64
0,380,train,2.0871,13.8158,64
0,380,train,2.0721,25.0,64
0,390,train,2.076,14.4737,64
0,390,train,2.0941,37.5,64
0,400,train,2.0765,11.8421,64
0,400,train,2.0751,12.5,64
0,410,train,2.0737,13.1579,64
0,410,train,2.1268,0.0,64
0,420,train,2.0832,15.1316,64
0,420,train,2.0837,12.5,64
0,430,train,2.072,15.7895,64
0,430,train,2.1243,0.0,64
0,440,train,2.0867,9.8684,64
0,440,train,2.0553,25.0,64
0,450,train,2.0837,13.8158,64
0,450,train,2.1126,12.5,64
0,460,train,2.0772,15.1316,64
0,460,train,2.0895,37.5,64
0,470,train,2.0936,10.5263,64
0,470,train,2.0072,25.0,64
0,480,train,2.0977,9.8684,64
0,480,train,2.1087,0.0,64
0,490,train,2.0674,14.4737,64
0,490,train,2.0226,37.5,64
0,500,train,2.0637,13.1579,64
0,500,train,2.0566,25.0,64
0,510,train,2.0497,13.8158,64
0,510,train,2.0639,25.0,64
0,512,validation,2.0509,12.16,64
0,512,validation,2.0494,12.14,64
0,520,train,2.0315,13.1579,64
0,520,train,2.0464,25.0,64
0,530,train,2.0408,15.7895,64
0,530,train,1.9494,12.5,64
