epoch,global step,mode,loss,accuracy,mean_length
0,0,train,2.7459,12.5,52.5
0,0,validation,3.3243,12.34,63.292
0,10,train,2.6264,12.5,60.5
0,10,train,2.2603,37.5,64
0,20,train,2.5559,15.1316,63.7632
0,20,train,1.9712,0.0,64
0,30,train,2.1227,11.1842,64
0,30,train,2.0942,12.5,64
0,40,train,2.1097,13.1579,64
0,40,train,2.073,12.5,64
0,50,train,2.116,8.5526,64
0,50,train,2.0878,12.5,64
0,60,train,2.0868,16.4474,64
0,60,train,2.1355,0.0,64
0,70,train,2.0765,13.1579,64
0,70,train,2.1343,12.5,64
0,80,train,2.0789,15.7895,64
0,80,train,1.9915,12.5,64
0,90,train,2.0968,6.5789,64
0,90,train,2.0305,25.0,64
0,100,train,2.0515,15.1316,64
0,100,train,2.1282,0.0,64
0,110,train,2.0496,13.8158,64
0,110,train,1.8853,25.0,64
0,120,train,2.0528,10.5263,64
0,120,train,1.9027,25.0,64
0,130,train,2.0213,15.1316,64
0,130,train,2.1168,0.0,64
0,140,train,2.0712,13.8158,64
0,140,train,2.035,25.0,64
0,150,train,2.0207,12.5,64
0,150,train,2.0,12.5,64
0,160,train,1.9901,17.1053,64
0,160,train,2.0382,25.0,64
0,170,train,2.031,10.5263,64
0,170,train,1.8305,37.5,64
0,180,train,2.0035,11.8421,64
0,180,train,1.9174,25.0,64
0,190,train,2.0203,9.8684,64
0,190,train,2.0288,0.0,64
0,200,train,1.9894,12.5,64
0,200,train,2.1214,0.0,64
0,210,train,1.9978,12.5,64
0,210,train,2.0792,0.0,64
0,220,train,1.9651,15.1316,64
0,220,train,2.0354,12.5,64
0,230,train,2.0223,17.1053,64
0,230,train,2.0693,12.5,64
0,240,train,2.0876,11.8421,64
0,240,train,2.1046,12.5,64
0,250,train,2.0715,15.1316,64
0,250,train,2.0293,12.5,64
0,260,train,2.0669,15.7895,64
0,260,train,2.0645,12.5,64
0,270,train,2.0191,11.8421,64
0,270,train,2.125,0.0,64
0,280,train,2.0057,10.5263,64
0,280,train,1.9356,12.5,64
0,290,train,2.0241,12.5,64
0,290,train,1.9987,25.0,64
0,300,train,2.0112,14.4737,64
0,300,train,1.9388,12.5,64
0,310,train,1.9361,17.1053,64
0,310,train,2.5411,0.0,64
0,320,train,2.0298,17.1053,64
0,320,train,2.0194,50.0,64
0,330,train,2.0552,13.8158,64
0,330,train,2.0801,12.5,64
0,340,train,2.0111,19.0789,64
0,340,train,2.001,12.5,64
0,350,train,1.9763,15.7895,64
0,350,train,2.0364,0.0,64
0,360,train,1.9276,20.3947,64
0,360,train,2.0394,12.5,64
0,370,train,2.0495,10.5263,64
0,370,train,2.0103,25.0,64
0,380,train,1.9766,13.8158,64
0,380,train,1.9469,25.0,64
0,390,train,1.9356,16.4474,64
0,390,train,1.5734,37.5,64
0,400,train,1.9047,17.7632,64
0,400,train,1.6791,25.0,64
0,410,train,1.9037,21.7105,64
0,410,train,1.999,0.0,64
0,420,train,1.9314,20.3947,64
0,420,train,1.9258,25.0,64
0,430,train,1.9189,20.3947,64
0,430,train,2.58,12.5,64
0,440,train,2.0608,17.7632,64
0,440,train,1.7848,37.5,64
0,450,train,1.9925,20.3947,64
0,450,train,2.1583,12.5,64
0,460,train,1.9929,15.1316,64
0,460,train,2.1688,25.0,64
0,470,train,2.1546,15.7895,64
0,470,train,2.0512,37.5,64
0,480,train,2.0513,13.1579,64
0,480,train,2.1156,0.0,64
0,490,train,2.0055,15.1316,64
0,490,train,1.806,37.5,64
0,500,train,1.9984,15.1316,64
0,500,train,2.0087,25.0,64
0,510,train,2.228,17.1053,64
0,510,train,1.9348,12.5,64
0,512,validation,2.0726,13.22,64
0,512,validation,2.0719,13.14,64
0,520,train,2.0824,11.8421,64
0,520,train,2.0357,37.5,64
0,530,train,2.0844,14.4737,64
0,530,train,2.0851,12.5,64
0,540,train,2.0816,9.2105,64
0,540,train,2.0924,12.5,64
0,550,train,2.0799,13.1579,64
0,550,train,2.0965,12.5,64
0,560,train,2.0785,12.5,64
0,560,train,2.1015,25.0,64
0,570,train,2.0793,13.1579,64
0,570,train,2.0754,0.0,64
0,580,train,2.0807,11.8421,64
0,580,train,2.0993,0.0,64
0,590,train,2.081,13.8158,64
0,590,train,2.092,12.5,64
0,600,train,2.0776,14.4737,64
0,600,train,2.1371,0.0,64
0,610,train,2.082,11.1842,64
0,610,train,2.1121,0.0,64
0,620,train,2.082,11.1842,64
0,620,train,2.1099,12.5,64
0,630,train,2.0768,15.1316,64
0,630,train,2.0577,25.0,64
0,640,train,2.0858,11.1842,64
0,640,train,2.0915,12.5,64
0,650,train,2.0802,15.1316,64
0,650,train,2.0787,12.5,64
0,660,train,2.0849,11.1842,64
0,660,train,2.0618,12.5,64
0,670,train,2.0804,12.5,64
0,670,train,2.0939,12.5,64
0,680,train,2.0746,17.7632,64
0,680,train,2.0773,25.0,64
0,690,train,2.0843,10.5263,64
0,690,train,2.0756,12.5,64
0,700,train,2.083,15.7895,64
0,700,train,2.11,12.5,64
0,710,train,2.0905,6.5789,64
0,710,train,2.0642,12.5,64
0,720,train,2.0781,14.4737,64
0,720,train,2.0634,12.5,64
0,730,train,2.0776,17.1053,64
0,730,train,2.0794,25.0,64
0,740,train,2.0934,7.2368,64
0,740,train,2.1156,0.0,64
0,750,train,2.0799,11.1842,64
0,750,train,2.0929,12.5,64
0,760,train,2.0812,15.1316,64
0,760,train,2.0877,12.5,64
0,770,train,2.0803,12.5,64
0,770,train,2.0779,0.0,64
0,780,train,2.0854,8.5526,64
0,780,train,2.09,12.5,64
0,790,train,2.0854,8.5526,64
0,790,train,2.0964,0.0,64
0,800,train,2.0803,14.4737,64
0,800,train,2.065,25.0,64
0,810,train,2.0744,8.5526,64
0,810,train,2.1139,12.5,64
0,820,train,2.0768,14.4737,64
0,820,train,2.049,37.5,64
0,830,train,2.0787,9.2105,64
0,830,train,2.1077,0.0,64
0,840,train,2.0783,13.8158,64
0,840,train,2.1011,0.0,64
0,850,train,2.0796,15.1316,64
0,850,train,2.0861,12.5,64
0,860,train,2.0814,9.8684,64
0,860,train,2.0815,12.5,64
0,870,train,2.0732,13.1579,64
0,870,train,2.0776,12.5,64
0,880,train,2.0725,13.8158,64
0,880,train,2.0887,12.5,64
0,890,train,2.0059,20.3947,64
0,890,train,2.0875,0.0,64
0,900,train,1.9985,17.7632,64
0,900,train,2.0495,37.5,64
0,910,train,1.9036,11.8421,64
0,910,train,2.1912,12.5,64
0,920,train,2.0097,17.7632,64
0,920,train,2.0372,0.0,64
0,930,train,1.9788,21.0526,64
0,930,train,2.0271,25.0,64
0,940,train,2.1068,19.0789,64
0,940,train,2.2516,12.5,64
0,950,train,1.9668,21.7105,64
0,950,train,2.0207,12.5,64
0,960,train,1.9121,27.6316,64
0,960,train,1.8768,12.5,64
0,970,train,1.8754,21.7105,64
0,970,train,2.3175,0.0,64
0,980,train,1.9494,19.7368,64
0,980,train,2.0729,12.5,64
0,990,train,2.006,11.8421,64
0,990,train,2.0299,12.5,64
0,1000,train,2.0516,11.8421,64
0,1000,train,2.0594,37.5,64
0,1010,train,1.9992,17.1053,64
