mode,epoch,global step,loss,caption generation loss,image selection loss,accuracy
train,0,32,19.0487,1.5834,17.4654,15.0391
train,0,64,16.6808,0.9882,15.6926,22.8516
train,0,96,12.8213,0.3898,12.4315,44.5312
train,0,128,10.1033,0.2851,9.8182,55.2734
train,0,160,8.5917,0.2094,8.3822,60.7422
train,0,192,7.8041,0.1333,7.6708,63.6719
train,0,224,6.6856,0.1098,6.5758,69.5312
train,0,256,5.8082,0.0717,5.7365,72.2656
train,0,288,5.1509,0.1063,5.0446,76.7578
train,0,320,5.2154,0.0281,5.1873,77.5391
train,0,352,4.3908,0.0356,4.3551,82.8125
train,0,384,4.183,0.0484,4.1346,82.2266
train,0,416,4.3337,0.0548,4.279,81.8359
train,0,448,3.7024,0.0245,3.6779,83.9844
train,0,480,3.7862,0.0078,3.7784,83.9844
train,0,512,3.2384,0.0097,3.2286,86.9141
validation,0,512,3.0706,0.001,3.0696,86.7292
train,0,544,3.2026,0.0057,3.1969,87.1094
train,0,576,3.1075,0.0051,3.1023,88.0859
train,0,608,2.9323,0.0053,2.9269,87.1094
train,0,640,2.818,0.0069,2.8111,87.8906
train,0,672,2.7732,0.0036,2.7696,89.0625
train,0,704,2.7564,0.0009,2.7555,86.9141
train,0,736,2.4231,0.0067,2.4164,89.8438
train,0,768,2.6629,0.0015,2.6614,88.4766
train,0,800,2.3537,0.0007,2.353,89.8438
train,0,832,2.4557,0.002,2.4538,89.8438
train,0,864,2.275,0.0032,2.2718,90.625
train,0,896,2.4264,0.0072,2.4191,88.8672
train,0,928,2.16,0.0039,2.1561,91.0156
train,0,960,2.0002,0.0025,1.9977,92.7734
train,0,992,1.938,0.0024,1.9356,91.9922
train,0,1024,1.7922,0.0059,1.7864,92.5781
validation,0,1024,2.1087,0.0006,2.1081,91.5615
train,0,1056,1.846,0.0042,1.8418,93.9453
train,0,1088,1.6819,0.0004,1.6815,93.1641
train,0,1120,1.7436,0.0015,1.7421,92.7734
train,0,1152,2.0721,0.0026,2.0695,92.1875
train,0,1184,1.7567,0.0019,1.7549,92.3828
train,0,1216,2.1234,0.0011,2.1223,91.2109
train,0,1248,2.029,0.0051,2.0239,92.7734
train,0,1280,1.9525,0.0049,1.9476,92.5781
train,0,1312,1.7349,0.0015,1.7334,92.3828
train,0,1344,1.766,0.0011,1.7649,93.1641
train,0,1376,1.6561,0.0103,1.6458,93.5547
train,0,1408,2.0418,0.0021,2.0398,92.1875
train,0,1440,1.8692,0.0095,1.8597,93.1641
train,0,1472,1.6634,0.002,1.6614,91.6016
train,0,1504,1.4581,0.0004,1.4577,93.75
train,0,1536,1.6061,0.0007,1.6054,93.1641
validation,0,1536,1.6873,0.0003,1.687,92.7516
train,0,1568,1.6566,0.0005,1.6561,93.3594
train,0,1600,1.588,0.0008,1.5872,92.9688
train,0,1632,1.9662,0.0043,1.9618,90.2344
train,0,1664,1.9332,0.0002,1.9331,91.6016
train,0,1696,1.7267,0.0004,1.7263,91.6016
train,0,1728,1.3532,0.0016,1.3516,95.1172
train,0,1760,1.6233,0.0003,1.623,93.9453
train,0,1792,1.4845,0.0049,1.4797,93.3594
train,0,1824,1.7923,0.0008,1.7915,92.5781
train,0,1856,1.3784,0.0019,1.3765,95.3125
train,0,1888,1.4752,0.001,1.4742,94.5312
train,0,1920,1.4467,0.0008,1.446,93.75
train,0,1952,1.5813,0.0005,1.5809,93.3594
train,0,1984,1.7212,0.0005,1.7207,92.1875
train,0,2016,1.3688,0.0003,1.3685,93.1641
train,0,2048,1.1772,0.0014,1.1758,96.2891
validation,0,2048,1.5509,0.0002,1.5507,93.6701
