mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.3707,12.74,33.7326
train,0,10,2.1783,15.0,43.9656
train,0,20,2.0943,15.625,47.2188
train,0,30,2.1091,13.125,45.8375
train,0,40,2.0945,12.8125,50.2125
train,0,50,2.0607,12.5,53.2531
train,0,60,2.0757,13.125,55.0688
train,0,70,2.05,14.0625,55.7906
train,0,80,2.0331,16.25,56.0844
train,0,90,2.0726,11.25,58.3625
train,0,100,2.043,15.3125,56.2844
train,0,110,2.0543,14.6875,56.5438
train,0,120,2.0591,12.5,57.8406
train,0,130,2.018,14.6875,53.0719
train,0,140,2.0257,14.375,56.9094
train,0,150,2.0381,13.125,59.2094
train,0,160,2.0313,15.625,59.3375
train,0,170,2.0335,16.25,58.9844
train,0,180,2.0283,16.5625,59.1187
train,0,190,2.0132,15.3125,56.9219
train,0,200,1.9952,15.625,57.525
train,0,210,1.9904,17.5,58.2094
train,0,220,1.9895,14.0625,56.9312
train,0,230,1.9977,13.75,56.4031
train,0,240,1.9678,17.8125,58.7375
train,0,250,1.9382,16.5625,56.1063
train,0,260,2.0007,17.1875,48.5375
train,0,270,2.0081,16.5625,49.6688
train,0,280,2.0702,11.875,63.4156
train,0,290,2.0668,13.4375,63.5719
train,0,300,2.0975,9.375,64
train,0,310,2.0788,13.4375,63.8375
train,0,320,2.0692,17.8125,63.8469
train,0,330,2.0812,13.75,64
train,0,340,2.074,11.25,63.7031
train,0,350,2.0809,14.0625,64
train,0,360,2.0773,13.4375,63.8406
train,0,370,2.0796,13.75,64
train,0,380,2.0693,14.0625,63.7344
train,0,390,2.0701,14.6875,63.6938
train,0,400,2.0755,13.4375,63.6938
train,0,410,2.0666,14.0625,63.6969
train,0,420,2.0615,13.75,63.575
train,0,430,2.0227,17.8125,63.4531
train,0,440,1.9884,15.3125,63.2531
train,0,450,1.9946,16.25,63.6437
train,0,460,1.9708,16.875,64
train,0,470,2.0423,13.125,63.0906
train,0,480,2.0562,14.375,63.7125
train,0,490,1.976,17.1875,63.8656
train,0,500,1.9085,20.3125,63.3844
train,0,510,1.961,17.5,63.8687
validation,0,512,1.9326,19.66,62.2796
train,0,520,1.9714,18.4375,62.4062
train,0,530,1.9695,17.1875,60.9375
train,0,540,1.9655,18.125,63.0906
train,0,550,1.9,20.625,63.2625
train,0,560,1.9162,21.875,63.8625
train,0,570,1.9423,21.875,63.6875
train,0,580,2.2311,16.5625,63.7125
train,0,590,1.8925,24.6875,62.9719
train,0,600,1.8178,27.8125,60.3625
train,0,610,2.0458,24.375,56.7969
train,0,620,1.9646,19.0625,61.7719
train,0,630,2.0045,20.625,62.2656
train,0,640,1.9252,21.875,62.1219
train,0,650,2.0298,23.4375,61.6031
train,0,660,2.051,20.3125,61.3937
train,0,670,2.0458,15.0,61.5125
train,0,680,1.9781,24.0625,49.8406
train,0,690,2.0168,22.8125,58.3969
train,0,700,2.0127,15.9375,63.6063
train,0,710,1.9663,20.9375,63.925
train,0,720,1.8841,26.875,64
train,0,730,1.904,25.9375,63.8813
train,0,740,1.8418,26.25,64
train,0,750,1.8377,26.875,64
train,0,760,1.8492,30.9375,63.9188
train,0,770,1.9079,21.875,64
train,0,780,1.9138,22.8125,63.7344
train,0,790,1.8811,25.0,64
train,0,800,1.8886,25.0,63.9469
train,0,810,1.9579,20.9375,64
train,0,820,1.9002,21.5625,63.5063
