mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.3707,12.74,33.7326
train,0,10,2.2797,14.6875,33.4531
train,0,20,2.28,14.375,36.2875
train,0,30,2.2774,13.4375,37.0406
train,0,40,2.3096,10.625,36.6781
train,0,50,2.2547,13.125,33.5562
train,0,60,2.2269,15.3125,33.8219
train,0,70,2.1908,12.5,29.8313
train,0,80,2.1893,14.375,31.4625
train,0,90,2.2545,7.8125,32.1469
train,0,100,2.1937,12.5,31.1781
train,0,110,2.1074,17.8125,30.2063
train,0,120,2.1947,11.5625,32.8219
train,0,130,2.1403,14.6875,31.3719
train,0,140,2.1387,13.125,35.3625
train,0,150,2.1679,11.5625,37.3531
train,0,160,2.1607,9.6875,36.8281
train,0,170,2.1402,11.875,37.6938
train,0,180,2.116,14.375,40.6406
train,0,190,2.1407,10.625,40.4125
train,0,200,2.1535,10.625,40.4781
train,0,210,2.1074,12.8125,38.0906
train,0,220,2.1205,12.1875,41.0844
train,0,230,2.1447,10.0,40.3937
train,0,240,2.1247,11.875,40.8813
train,0,250,2.109,13.4375,41.4375
train,0,260,2.1384,10.3125,42.6625
train,0,270,2.1165,10.9375,39.9906
train,0,280,2.1204,12.1875,42.9094
train,0,290,2.105,14.375,42.2938
train,0,300,2.1586,8.125,45.95
train,0,310,2.1107,12.5,48.8438
train,0,320,2.0654,16.25,45.7
train,0,330,2.0849,13.4375,44.6562
train,0,340,2.0709,13.4375,45.1187
train,0,350,2.0968,12.5,47.4094
train,0,360,2.0958,12.1875,47.8875
train,0,370,2.0808,13.125,51.2437
train,0,380,2.0762,12.8125,51.4562
train,0,390,2.0745,14.375,51.2281
train,0,400,2.1224,8.125,53.675
train,0,410,2.0825,13.75,54.85
train,0,420,2.1025,12.8125,52.2469
train,0,430,2.0776,15.3125,52.9937
train,0,440,2.0882,13.4375,53.6187
train,0,450,2.0771,12.5,54.4875
train,0,460,2.0832,11.25,53.9969
train,0,470,2.0827,10.9375,54.3312
train,0,480,2.0647,16.875,53.625
train,0,490,2.0669,13.75,52.7563
train,0,500,2.0599,13.75,53.4781
