mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.428,12.52,61.3902
train,0,32,2.2237,13.8672,61.6006
train,0,64,2.1189,12.9883,63.8955
train,0,96,2.0983,13.1836,63.8477
train,0,128,2.0934,13.0859,63.8496
train,0,160,2.0974,12.6953,63.5723
train,0,192,2.0608,12.9883,57.4668
train,0,224,2.0756,13.6719,57.9736
train,0,256,2.0428,14.4531,58.6719
train,0,288,2.0034,14.3555,56.5879
train,0,320,2.0157,12.4023,56.2529
train,0,352,1.9934,16.4062,43.7363
train,0,384,2.0649,13.3789,62.2021
train,0,416,2.0791,11.4258,63.8174
train,0,448,2.076,12.0117,63.7461
train,0,480,2.0578,12.9883,58.0537
train,0,512,2.0626,14.9414,49.6631
validation,0,512,2.0534,13.8,61.0058
train,0,544,2.0311,13.9648,59.0059
train,0,576,2.0322,13.2812,53.4473
train,0,608,2.0765,11.6211,63.7598
train,0,640,2.0764,14.3555,64
train,0,672,2.0826,13.6719,64
train,0,704,2.0834,12.3047,64
train,0,736,2.08,13.4766,64
train,0,768,2.0843,12.6953,64
train,0,800,2.0853,12.8906,63.9463
train,0,832,2.0796,13.3789,63.9492
train,0,864,2.0819,12.793,63.9893
train,0,896,2.0731,13.3789,63.5117
train,0,928,2.0636,13.0859,63.2607
train,0,960,2.0658,15.5273,63.4346
train,0,992,2.0511,14.6484,62.5088
train,0,1024,2.0121,16.0156,59.1348
validation,0,1024,2.0202,14.78,55.547
train,0,1056,1.9707,14.3555,55.0244
train,0,1088,1.9658,15.918,53.7783
train,0,1120,2.0438,16.6016,63.1719
train,0,1152,2.012,21.1914,64
train,0,1184,1.9365,23.2422,64
train,0,1216,1.8879,23.6328,64
train,0,1248,1.9179,21.9727,64
train,0,1280,1.8688,24.9023,64
train,0,1312,1.8821,24.0234,64
train,0,1344,1.8914,23.1445,64
train,0,1376,1.8142,22.168,64
train,0,1408,1.7639,27.3438,64
train,0,1440,1.7294,28.7109,64
train,0,1472,1.7283,27.0508,64
train,0,1504,1.7161,29.8828,64
train,0,1536,1.6125,34.2773,64
validation,0,1536,1.587,34.52,64
train,0,1568,1.6119,32.6172,64
train,0,1600,1.533,37.6953,64
train,0,1632,1.5785,35.4492,64
train,0,1664,1.5208,38.1836,64
train,0,1696,1.5024,39.7461,64
train,0,1728,1.5408,36.0352,64
train,0,1760,1.5436,35.0586,64
train,0,1792,1.5125,36.9141,64
train,0,1824,1.4872,38.8672,64
train,0,1856,1.5005,39.2578,64
train,0,1888,1.4537,39.7461,64
train,0,1920,1.4775,40.625,64
train,0,1952,1.4721,40.5273,64
train,0,1984,1.4019,43.457,64
train,0,2016,1.3933,43.0664,64
train,0,2048,1.4162,41.5039,64
validation,0,2048,1.3578,44.92,64
train,0,2080,1.3805,44.043,64
train,0,2112,1.359,45.1172,64
train,0,2144,1.3708,45.1172,64
train,0,2176,1.3596,42.7734,64
train,0,2208,1.412,40.2344,64
train,0,2240,1.3663,45.8008,63.9863
train,0,2272,1.3336,47.3633,63.9854
train,0,2304,1.3925,42.5781,63.8818
train,0,2336,1.3347,46.9727,63.749
train,0,2368,1.3706,44.7266,61.9619
train,0,2400,1.2722,48.1445,62.6455
train,0,2432,1.3139,44.4336,63.7148
train,0,2464,1.2846,47.4609,63.708
train,0,2496,1.2773,48.8281,63.8223
train,0,2528,1.2624,47.2656,63.8936
train,0,2560,1.2407,48.6328,63.9932
validation,0,2560,1.1853,51.78,64
train,0,2592,1.2096,50.6836,63.8145
train,0,2624,1.251,49.9023,63.8877
train,0,2656,1.2054,51.5625,63.999
train,0,2688,1.1643,52.2461,64
train,0,2720,1.1379,54.5898,64
train,0,2752,1.1133,55.4688,64
train,0,2784,1.2143,51.2695,64
train,0,2816,1.1631,53.6133,64
train,0,2848,1.1083,56.9336,64
train,0,2880,1.0659,58.2031,64
train,0,2912,1.3053,49.707,64
train,0,2944,1.1385,56.543,64
train,0,2976,1.0581,60.6445,64
train,0,3008,1.059,57.6172,64
train,0,3040,1.0383,59.1797,64
train,0,3072,1.0017,59.9609,64
validation,0,3072,0.9434,63.58,64
train,0,3104,1.0044,60.8398,64
train,0,3136,0.9501,64.2578,64
train,0,3168,0.9459,62.4023,64
train,0,3200,0.9565,62.4023,64
train,1,3232,1.0002,61.7188,64
train,1,3264,0.9442,61.7188,64
train,1,3296,0.8589,67.2852,64
train,1,3328,0.8692,66.9922,64
train,1,3360,0.9474,63.6719,64
train,1,3392,0.8963,65.332,64
train,1,3424,0.8859,66.1133,64
train,1,3456,0.8999,63.0859,64
train,1,3488,0.8778,65.5273,64
train,1,3520,0.887,65.8203,64
train,1,3552,0.8634,65.625,64
train,1,3584,0.875,67.2852,64
validation,1,3584,0.7664,71.18,64
train,1,3616,0.8288,68.6523,64
train,1,3648,0.9087,62.9883,64
train,1,3680,0.8385,68.9453,64
train,1,3712,0.8318,66.8945,64
train,1,3744,0.8425,68.0664,64
train,1,3776,0.8066,69.8242,64
train,1,3808,0.7881,71.1914,64
train,1,3840,0.8312,67.5781,63.9951
train,1,3872,0.8201,68.3594,64
train,1,3904,0.7799,70.3125,64
train,1,3936,0.8239,66.5039,64
train,1,3968,0.7833,70.6055,64
train,1,4000,0.7747,70.3125,64
train,1,4032,0.7643,69.2383,64
train,1,4064,0.793,69.3359,64
train,1,4096,0.7839,68.457,64
validation,1,4096,0.6739,73.52,64
train,1,4128,0.7386,72.5586,64
train,1,4160,0.7546,71.4844,64
train,1,4192,0.7299,71.6797,64
train,1,4224,0.6966,73.9258,64
train,1,4256,0.7713,69.4336,64
train,1,4288,0.7546,71.4844,63.9902
train,1,4320,0.6904,72.2656,64
train,1,4352,0.6439,77.2461,63.9873
train,1,4384,0.6788,72.3633,64
train,1,4416,0.7001,72.8516,64
train,1,4448,0.6863,74.9023,64
train,1,4480,0.6776,76.1719,64
train,1,4512,0.6685,74.707,64
train,1,4544,0.6665,73.1445,64
train,1,4576,0.6496,74.6094,64
train,1,4608,0.6928,73.7305,64
validation,1,4608,0.5829,78.16,64
train,1,4640,0.9725,65.0391,64
train,1,4672,0.763,68.6523,63.9561
train,1,4704,0.6995,72.9492,63.8447
train,1,4736,0.6659,74.6094,63.8477
train,1,4768,0.6584,76.4648,63.9971
train,1,4800,0.6393,76.0742,63.9678
train,1,4832,0.6157,78.125,63.9434
train,1,4864,0.6196,76.7578,63.9492
train,1,4896,0.5761,78.9062,63.9014
train,1,4928,0.5557,79.9805,63.9463
train,1,4960,0.5811,78.5156,63.9883
train,1,4992,0.6062,77.1484,63.9961
train,1,5024,0.6183,76.1719,63.9277
train,1,5056,0.6178,76.1719,64
train,1,5088,0.5802,77.1484,63.9658
train,1,5120,0.5725,78.3203,63.9736
validation,1,5120,0.5088,80.4,63.9974
train,1,5152,0.5307,80.0781,63.9746
train,1,5184,0.5738,78.5156,63.9736
train,1,5216,0.6299,74.1211,63.9834
train,1,5248,0.5345,80.1758,63.9668
train,1,5280,0.5207,81.1523,63.751
train,1,5312,0.5255,80.957,63.8428
train,1,5344,0.5086,79.1992,63.916
train,1,5376,0.5367,79.7852,63.9375
train,1,5408,0.6426,76.3672,63.6025
train,1,5440,0.5188,80.4688,63.291
train,1,5472,0.5505,77.9297,63.4258
train,1,5504,0.5781,76.7578,63.6143
train,1,5536,0.513,79.1016,63.7441
train,1,5568,0.5613,79.2969,63.7373
train,1,5600,0.5169,81.6406,63.6104
train,1,5632,0.5316,80.2734,63.8682
validation,1,5632,0.4861,82.16,63.923
train,1,5664,0.521,79.9805,63.8545
train,1,5696,0.514,81.25,63.8584
train,1,5728,0.518,80.0781,62.9893
train,1,5760,0.5501,78.8086,62.251
train,1,5792,0.5133,81.6406,62.458
train,1,5824,0.4851,81.3477,62.8643
train,1,5856,0.445,84.375,63.7656
train,1,5888,0.4568,82.6172,63.9648
train,1,5920,0.5002,80.5664,63.8877
train,1,5952,0.458,81.4453,63.7861
train,1,5984,0.511,81.7383,63.8916
train,1,6016,0.4604,82.2266,63.9443
train,1,6048,0.4639,82.7148,63.9453
train,1,6080,0.4592,83.1055,63.9629
train,1,6112,0.4344,84.5703,63.9502
train,1,6144,0.4078,85.8398,63.873
validation,1,6144,0.3771,85.64,63.9618
train,1,6176,0.4347,83.4961,63.8955
train,1,6208,0.4553,82.5195,63.4678
train,1,6240,0.4561,83.1055,62.7432
train,1,6272,0.4083,85.5469,60.3184
train,1,6304,0.4501,83.3984,54.71
train,1,6336,0.4708,82.0312,57.1475
train,1,6368,0.4757,81.543,60.6787
train,1,6400,0.4151,85.1562,61.5244
train,1,6432,0.4187,85.3516,62.0518
train,2,6464,0.3889,86.8164,62.2275
train,2,6496,0.385,85.7422,61.7061
train,2,6528,0.3994,86.0352,62.2861
train,2,6560,0.3783,86.4258,62.7402
train,2,6592,0.3696,86.2305,62.417
train,2,6624,0.3614,85.9375,62.6045
train,2,6656,0.3581,86.5234,62.2529
validation,2,6656,0.3323,87.84,63.5058
train,2,6688,0.3561,87.3047,62.876
train,2,6720,0.4205,85.0586,63.1035
train,2,6752,0.4359,83.3984,63.2773
train,2,6784,0.3702,85.6445,63.25
train,2,6816,0.3442,88.6719,63.4951
train,2,6848,0.3673,86.1328,62.9727
train,2,6880,0.3454,87.3047,63.167
train,2,6912,0.3657,86.1328,63.2607
train,2,6944,0.3971,85.1562,63.1768
train,2,6976,0.4216,83.8867,63.4326
