epoch,global step,mode,loss,accuracy,mean_length
0,0,validation,2.3707,12.74,33.7326
0,10,train,2.1776,15.0,43.9719
0,20,train,2.095,15.625,47.0312
0,30,train,2.1038,12.1875,44.9312
0,40,train,2.0922,12.5,50.2781
0,50,train,2.0529,12.1875,50.9969
0,60,train,2.0767,13.125,52.6094
0,70,train,2.0501,13.4375,55.5344
0,80,train,2.0298,16.5625,56.4281
0,90,train,2.0663,11.25,56.3656
0,100,train,2.0388,14.0625,50.8844
0,110,train,2.0453,14.6875,48.2563
0,120,train,2.0656,10.9375,51.6031
0,130,train,2.0117,15.9375,48.425
0,140,train,2.0536,14.6875,43.7031
0,150,train,2.0509,13.125,60.2125
0,160,train,2.0715,13.75,61.5094
0,170,train,2.0643,16.5625,61.6594
0,180,train,2.0595,14.6875,61.225
0,190,train,2.0674,10.9375,60.7812
0,200,train,2.0481,14.6875,59.875
0,210,train,2.0316,17.5,57.7906
0,220,train,2.0446,14.6875,55.7938
0,230,train,2.0366,16.5625,51.5969
0,240,train,2.0131,14.375,54.4781
0,250,train,1.9818,15.3125,50.8937
0,260,train,1.9944,18.4375,50.6906
0,270,train,1.9848,19.0625,50.7531
0,280,train,2.0459,10.3125,61.9031
0,290,train,2.0287,14.375,61.1094
0,300,train,2.0058,13.75,60.1281
0,310,train,2.0102,15.625,56.6313
0,320,train,1.9986,19.0625,39.95
0,330,train,1.9975,13.4375,47.0375
0,340,train,1.9889,18.75,48.5812
0,350,train,1.9931,19.0625,52.9375
0,360,train,1.9539,23.75,47.8219
0,370,train,1.9898,19.6875,43.7625
0,380,train,1.9307,24.375,42.7437
0,390,train,1.9156,23.75,43.275
0,400,train,1.9555,18.75,43.8563
0,410,train,1.9147,24.375,42.1313
0,420,train,1.9483,22.5,51.8781
0,430,train,1.967,22.8125,51.4125
0,440,train,1.9532,21.5625,46.7188
0,450,train,1.9204,22.5,34.925
0,460,train,1.9098,22.5,34.35
0,470,train,1.9549,22.5,23.8562
0,480,train,1.924,23.125,18.1031
0,490,train,1.9104,23.125,19.4875
0,500,train,1.8381,29.0625,22.1156
0,510,train,1.8427,28.125,22.3781
0,512,validation,1.7951,31.18,33.2654
0,520,train,1.8518,25.0,21.1219
0,530,train,1.8635,23.4375,18.9875
0,540,train,1.8055,28.4375,14.8969
0,550,train,1.7652,29.375,17.3969
0,560,train,1.7707,32.8125,19.825
0,570,train,1.7591,32.5,18.6562
0,580,train,1.6241,37.1875,18.375
0,590,train,1.6286,35.3125,20.9
0,600,train,1.6396,39.6875,33.2781
0,610,train,1.6214,37.1875,29.3313
0,620,train,1.5721,37.1875,22.3031
0,630,train,1.6145,36.5625,21.1562
0,640,train,1.5255,41.5625,17.9187
0,650,train,1.5223,43.125,18.9312
0,660,train,1.5336,42.8125,35.8344
0,670,train,1.5266,42.8125,44.8031
0,680,train,1.4141,46.875,49.4
0,690,train,1.5336,42.5,48.2656
0,700,train,1.4929,41.875,56.2563
0,710,train,1.4553,44.6875,59.6469
0,720,train,1.3433,49.6875,53.7969
0,730,train,1.3944,46.5625,42.8719
0,740,train,1.3707,49.375,36.5531
0,750,train,1.3654,45.3125,37.15
0,760,train,1.2639,55.9375,38.6781
0,770,train,2.0632,18.125,59.95
0,780,train,2.1704,13.4375,64
0,790,train,2.1209,14.375,64
0,800,train,2.108,13.125,64
0,810,train,2.089,12.8125,64
0,820,train,2.1011,14.375,64
0,830,train,2.0844,10.625,64
0,840,train,2.0957,11.25,64
0,850,train,2.0769,15.3125,64
0,860,train,2.101,11.875,64
0,870,train,2.0651,13.75,64
0,880,train,2.0583,13.4375,64
0,890,train,2.0656,14.0625,64
0,900,train,2.0566,15.3125,64
0,910,train,2.0533,16.5625,64
0,920,train,2.1099,14.0625,64
0,930,train,2.0804,14.6875,64
0,940,train,2.0853,13.125,64
0,950,train,2.0912,11.5625,64
0,960,train,2.0883,11.5625,64
0,970,train,2.0857,13.75,64
0,980,train,2.0644,14.0625,64
0,990,train,2.0528,14.375,64
0,1000,train,2.0575,14.0625,64
0,1010,train,2.0425,16.875,64
0,1020,train,2.0377,15.3125,64
0,1024,validation,1.9704,22.62,64
0,1030,train,1.9686,20.0,64
0,1040,train,1.9627,22.1875,64
0,1050,train,1.9654,20.625,64
0,1060,train,2.0272,20.0,64
0,1070,train,1.9418,20.9375,64
0,1080,train,1.8988,21.5625,64
0,1090,train,1.8237,21.875,64
0,1100,train,1.7921,27.8125,64
0,1110,train,1.7847,25.3125,64
0,1120,train,1.8172,27.1875,64
0,1130,train,1.7337,30.625,64
0,1140,train,1.7381,27.1875,64
0,1150,train,1.774,25.0,64
0,1160,train,1.7705,25.9375,64
0,1170,train,1.6923,29.375,64
0,1180,train,1.7112,23.75,64
0,1190,train,1.6767,30.625,64
0,1200,train,1.6788,28.75,64
0,1210,train,1.6266,40.0,64
0,1220,train,1.68,31.25,64
0,1230,train,1.6209,34.6875,64
0,1240,train,1.6183,32.1875,64
0,1250,train,1.6041,33.4375,64
0,1260,train,1.6258,28.75,64
0,1270,train,1.579,31.25,64
0,1280,train,1.6155,32.5,64
0,1290,train,1.59,34.6875,64
0,1300,train,1.6228,30.3125,64
0,1310,train,1.5398,38.75,64
0,1320,train,1.5405,36.875,64
0,1330,train,1.6095,30.0,64
0,1340,train,1.5963,33.4375,64
0,1350,train,1.535,36.5625,64
0,1360,train,1.5468,35.0,64
0,1370,train,1.4974,40.0,64
0,1380,train,1.4804,39.375,64
0,1390,train,1.4561,44.375,64
0,1400,train,1.5524,38.75,64
0,1410,train,1.5861,35.625,64
0,1420,train,1.4749,41.875,64
0,1430,train,1.4347,40.9375,64
0,1440,train,1.4785,39.0625,64
0,1450,train,1.4805,36.875,64
0,1460,train,1.6134,36.875,64
0,1470,train,1.8556,27.1875,64
0,1480,train,2.2484,11.25,64
0,1490,train,2.1534,9.6875,64
0,1500,train,2.1057,10.9375,64
0,1510,train,2.1121,12.1875,64
0,1520,train,2.0797,14.6875,64
0,1530,train,2.078,14.0625,64
0,1536,validation,2.0857,12.48,64
0,1540,train,2.0925,12.1875,64
0,1550,train,2.0905,13.125,64
0,1560,train,2.0781,11.25,64
0,1570,train,2.0669,12.8125,64
0,1580,train,2.0829,13.4375,63.8125
0,1590,train,2.0783,12.5,64
0,1600,train,2.0919,12.8125,64
0,1610,train,2.0851,10.625,64
0,1620,train,2.0775,11.5625,64
0,1630,train,2.078,15.0,64
0,1640,train,2.0786,12.8125,64
0,1650,train,2.0804,13.4375,64
0,1660,train,2.0843,12.8125,64
0,1670,train,2.0874,12.5,64
0,1680,train,2.0933,12.5,64
0,1690,train,2.0834,11.875,64
0,1700,train,2.0851,14.375,64
0,1710,train,2.0801,12.1875,64
0,1720,train,2.0863,11.25,64
0,1730,train,2.0863,10.625,64
0,1740,train,2.0808,12.5,64
0,1750,train,2.0723,11.5625,64
0,1760,train,2.076,12.5,64
0,1770,train,2.0832,11.5625,64
0,1780,train,2.08,10.9375,64
0,1790,train,2.0809,11.5625,63.8875
0,1800,train,2.0632,13.75,63.825
0,1810,train,2.0506,15.9375,64
0,1820,train,2.0232,13.75,64
0,1830,train,1.9785,23.125,63.6531
0,1840,train,1.8858,22.8125,64
0,1850,train,1.8038,31.875,63.8188
0,1860,train,1.7826,29.0625,64
0,1870,train,1.6358,33.125,64
0,1880,train,1.5332,37.1875,64
0,1890,train,1.5253,39.375,64
0,1900,train,1.5929,33.125,64
0,1910,train,1.5369,39.0625,63.8125
0,1920,train,1.4953,40.9375,63.6281
0,1930,train,1.4654,38.4375,63.5875
0,1940,train,1.4597,37.1875,63.6437
0,1950,train,1.5171,38.75,63.1156
0,1960,train,1.4334,41.875,61.3531
0,1970,train,1.3546,46.875,63.3031
0,1980,train,1.4007,41.875,64
0,1990,train,1.4016,42.8125,63.625
0,2000,train,1.5206,37.1875,64
0,2010,train,1.3837,45.625,64
0,2020,train,1.4328,39.375,64
0,2030,train,1.4452,39.0625,64
0,2040,train,1.4504,39.6875,64
0,2048,validation,1.4349,41.08,64
0,2050,train,1.4958,37.8125,64
0,2060,train,1.4665,40.0,64
0,2070,train,1.4426,37.5,64
0,2080,train,1.4484,41.5625,64
0,2090,train,1.3351,44.0625,64
0,2100,train,1.3395,48.125,64
0,2110,train,1.4253,43.4375,64
0,2120,train,1.3665,45.625,64
0,2130,train,1.4448,44.0625,64
0,2140,train,1.3365,49.375,64
0,2150,train,1.3201,43.125,64
0,2160,train,1.3519,45.0,64
0,2170,train,1.3231,45.625,64
0,2180,train,1.338,45.9375,64
0,2190,train,1.4098,41.5625,64
0,2200,train,1.3542,41.875,64
0,2210,train,1.2919,45.0,64
0,2220,train,1.4036,40.3125,64
0,2230,train,1.3482,44.6875,64
0,2240,train,1.3535,43.4375,64
0,2250,train,1.2135,51.25,64
0,2260,train,1.3068,43.125,64
0,2270,train,1.3399,45.3125,64
0,2280,train,1.2963,46.5625,64
0,2290,train,1.3336,43.75,64
0,2300,train,1.3015,44.6875,64
0,2310,train,1.2308,51.5625,64
0,2320,train,1.2801,50.3125,64
0,2330,train,1.3004,47.5,64
0,2340,train,1.227,48.4375,64
0,2350,train,1.3436,42.5,64
0,2360,train,1.2881,42.5,64
0,2370,train,1.2662,46.5625,64
0,2380,train,1.3011,46.875,64
0,2390,train,1.2552,51.25,64
0,2400,train,1.2041,52.1875,64
0,2410,train,1.2312,48.4375,64
0,2420,train,1.2493,47.1875,64
0,2430,train,1.2289,47.8125,64
0,2440,train,1.2686,45.625,64
0,2450,train,1.2597,50.0,64
0,2460,train,1.1962,55.0,64
0,2470,train,1.297,41.875,64
0,2480,train,1.1953,50.3125,64
0,2490,train,1.3208,42.1875,64
0,2500,train,1.2933,47.5,64
0,2510,train,1.2423,47.8125,64
0,2520,train,1.2968,46.5625,64
0,2530,train,1.189,48.75,64
0,2540,train,1.2046,49.6875,64
0,2550,train,1.3077,44.375,64
0,2560,train,1.2927,45.625,64
0,2560,validation,1.2143,49.0,64
0,2570,train,1.271,45.9375,64
0,2580,train,1.2501,48.4375,64
0,2590,train,1.2576,47.8125,64
0,2600,train,1.2018,49.375,64
0,2610,train,1.1921,49.375,64
0,2620,train,1.2002,48.4375,64
0,2630,train,1.2542,45.3125,64
0,2640,train,1.2501,46.5625,64
0,2650,train,1.2987,44.6875,64
0,2660,train,1.182,53.4375,64
0,2670,train,1.1637,48.125,64
0,2680,train,1.2645,49.6875,64
0,2690,train,1.1915,51.25,64
0,2700,train,1.273,46.875,64
0,2710,train,1.1858,51.5625,64
0,2720,train,1.1937,51.25,64
0,2730,train,1.3048,42.8125,64
0,2740,train,1.2252,45.625,64
0,2750,train,1.1854,54.375,64
0,2760,train,1.2279,47.1875,64
0,2770,train,1.163,53.75,64
0,2780,train,1.2784,45.9375,64
0,2790,train,1.1839,48.125,64
0,2800,train,1.0714,56.5625,64
0,2810,train,1.1738,51.5625,64
0,2820,train,1.1764,52.5,64
0,2830,train,1.159,51.875,64
0,2840,train,1.1691,50.9375,64
0,2850,train,1.1702,50.0,64
0,2860,train,1.2053,50.0,64
0,2870,train,1.1572,50.625,64
0,2880,train,1.1891,50.0,64
0,2890,train,1.2371,49.0625,64
0,2900,train,1.1602,53.4375,64
0,2910,train,1.1254,50.625,64
0,2920,train,1.0858,56.25,64
0,2930,train,1.104,52.8125,64
0,2940,train,1.063,55.0,64
0,2950,train,1.0799,52.5,64
0,2960,train,1.1359,52.8125,64
0,2970,train,1.0929,58.75,64
0,2980,train,1.1379,55.625,64
0,2990,train,1.0574,55.3125,64
0,3000,train,1.1699,50.3125,64
0,3010,train,1.141,51.25,64
0,3020,train,1.0826,59.375,64
0,3030,train,1.0466,53.75,64
0,3040,train,1.0494,60.0,64
0,3050,train,0.9713,58.4375,64
0,3060,train,1.0247,59.0625,64
0,3070,train,1.0595,57.8125,64
0,3072,validation,1.1851,50.5,64
0,3080,train,1.0341,55.9375,64
