mode,epoch,global step,loss,accuracy,mean_length
validation,0,0,2.3707,12.74,33.7326
train,0,10,2.1443,15.0,55.5312
train,0,20,2.0797,16.25,63.3469
train,0,30,2.1044,13.4375,59.7313
train,0,40,2.0894,11.25,63.1
train,0,50,2.0721,13.4375,63.7219
train,0,60,2.0763,12.5,63.0531
train,0,70,2.0368,13.4375,62.9656
train,0,80,2.013,16.25,63.8813
train,0,90,2.042,10.625,64
train,0,100,2.0555,14.0625,63.8375
train,0,110,2.0199,14.6875,64
train,0,120,2.1066,12.8125,64
train,0,130,2.1181,14.0625,63.8156
train,0,140,2.0747,13.125,64
train,0,150,2.0821,12.5,64
train,0,160,2.0798,13.4375,64
train,0,170,2.0818,13.4375,64
train,0,180,2.0645,12.1875,64
train,0,190,2.0569,12.1875,64
train,0,200,2.0412,12.5,64
train,0,210,2.0812,13.125,64
train,0,220,2.0801,11.875,64
train,0,230,2.0878,10.3125,64
train,0,240,2.0854,11.5625,64
train,0,250,2.086,11.25,64
train,0,260,2.0887,12.8125,64
train,0,270,2.0825,13.125,64
train,0,280,2.0829,10.3125,64
train,0,290,2.0817,11.875,64
train,0,300,2.0918,9.6875,64
train,0,310,2.0831,13.125,64
train,0,320,2.0767,16.25,64
train,0,330,2.0802,11.875,64
train,0,340,2.0705,12.5,64
train,0,350,2.1016,12.1875,64
train,0,360,2.0822,10.9375,64
train,0,370,2.3398,13.4375,64
train,0,380,2.0463,16.5625,64
train,0,390,2.0264,15.3125,64
train,0,400,2.0354,13.75,64
train,0,410,2.0065,12.5,64
train,0,420,1.9963,12.5,64
train,0,430,1.9893,15.9375,64
train,0,440,2.0357,11.875,64
train,0,450,1.9948,14.375,64
train,0,460,1.9887,14.375,64
train,0,470,2.0096,13.125,64
train,0,480,2.0295,15.9375,64
train,0,490,2.0211,15.625,64
train,0,500,1.9865,16.5625,64
train,0,510,2.015,14.0625,64
validation,0,512,1.9753,14.48,64
train,0,520,2.0392,10.3125,64
train,0,530,2.0497,10.9375,64
train,0,540,2.019,13.75,64
train,0,550,2.0029,17.8125,64
train,0,560,2.0065,16.875,64
train,0,570,2.0167,14.6875,64
train,0,580,2.0191,15.3125,64
train,0,590,1.9941,16.875,64
train,0,600,2.0168,12.8125,64
train,0,610,2.0387,14.375,64
train,0,620,2.0112,15.9375,64
train,0,630,1.9657,20.0,64
train,0,640,1.9942,17.8125,64
train,0,650,1.9957,15.9375,64
train,0,660,2.0098,16.25,64
train,0,670,1.957,18.125,64
train,0,680,1.9488,16.875,64
train,0,690,2.0187,17.5,64
train,0,700,2.0011,15.3125,64
train,0,710,2.0147,14.0625,64
train,0,720,1.9794,18.75,64
train,0,730,1.9855,16.5625,64
train,0,740,1.9842,19.375,64
train,0,750,1.9841,16.25,64
train,0,760,1.9848,20.3125,64
train,0,770,2.0172,20.3125,64
train,0,780,1.9783,16.5625,64
train,0,790,1.9799,16.5625,64
train,0,800,1.9611,21.5625,64
train,0,810,1.9472,22.1875,64
train,0,820,1.9828,24.0625,64
train,0,830,1.9664,18.125,64
train,0,840,1.9844,16.875,64
train,0,850,1.9542,20.9375,64
train,0,860,2.0091,19.0625,64
train,0,870,1.9635,19.375,64
train,0,880,1.9727,18.125,64
train,0,890,1.9497,20.0,64
train,0,900,1.9369,21.25,64
train,0,910,1.9593,21.5625,64
train,0,920,1.9594,18.4375,64
train,0,930,1.9618,16.5625,64
train,0,940,1.9647,19.0625,64
train,0,950,1.923,22.1875,64
train,0,960,1.9658,19.6875,64
train,0,970,1.9334,22.1875,64
train,0,980,1.9345,22.8125,64
train,0,990,1.9506,23.75,64
train,0,1000,1.8985,24.0625,64
train,0,1010,1.9183,24.0625,64
train,0,1020,1.9454,22.1875,64
validation,0,1024,1.9411,22.44,64
